L1,L2,L3,L4,L5,L9,Level,UPC,COLUPC,SY,GE,VEND,ITEM,*STUBSPEC 1844RC                                                         00004  ,VOL_EQ,PRODUCT TYPE,COLOR,SIZE,ADDITIVES,NUMBER OF PLY,TYPE OF DISPENSER,NUMBER OF SHEETS
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 180CT,9,00-03-37000-07708,33700007708,, 3,37000, 7708,        +PUFF+ WHT FCLTS 2PLY      180CT 0 3 37000  7708 1  1 1.8000RP   00913  ,1.8,FACIAL TISSUE,WHITE,MISSING,ALOE VERA & LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 192CT,9,27-01-15610-63342,2711561063342,27, 1,15610,63342,        +PUFF+ WHT FCLTS 2PLY      192CT27 1 15610 63342 1  1 1.9200RP   00914  ,1.92,FACIAL TISSUE,WHITE,MISSING,ALOE VERA & LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 192CT,9,00-01-37000-33497,13700033497,, 1,37000,33497,        +PUFF+ WHT FCLTS 2PLY      192CT 0 1 37000 33497 1  1 1.9200RP   00915  ,1.92,FACIAL TISSUE,WHITE,MISSING,ALOE VERA & LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 432CT,9,00-02-37000-62960,23700062960,, 2,37000,62960,        +PUFF+ WHT FCLTS 2PLY      432CT 0 2 37000 62960 1  1 4.3200RP   00916  ,4.32,FACIAL TISSUE,WHITE,FAMILY,ALOE VERA & LOTION,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 512CT,9,27-01-04202-44382,2710420244382,27, 1, 4202,44382,        +PUFF+ WHT FCLTS 2PLY      512CT27 1  4202 44382 1  1 5.1200RP   00917  ,5.12,FACIAL TISSUE,WHITE,MISSING,ALOE VERA & LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 512CT,9,00-01-37000-45687,13700045687,, 1,37000,45687,        +PUFF+ WHT FCLTS 2PLY      512CT 0 1 37000 45687 1  1 5.1200RP   00918  ,5.12,FACIAL TISSUE,WHITE,MISSING,ALOE VERA & LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 864CT,9,00-01-37000-62903,13700062903,, 1,37000,62903,        +PUFF+ WHT FCLTS 2PLY      864CT 0 1 37000 62903 1  1 8.6400RP   00919  ,8.64,FACIAL TISSUE,WHITE,FAMILY,ALOE VERA & LOTION,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 180CT,9,00-01-37000-42575,13700042575,, 1,37000,42575,        +PUFF+ WHT FCLTS 2PLY      180CT 0 1 37000 42575 1  1 1.8000RP   00920  ,1.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY 1080CT,9,27-01-04202-44343,2710420244343,27, 1, 4202,44343,        +PUFF+ WHT FCLTS 2PLY     1080CT27 1  4202 44343 1  1 10.800RP   00921  ,10.8,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 60CT,9,00-01-37000-07548,13700007548,, 1,37000, 7548,        +PUFF+ WHT FCLTS 2PLY LTN   60CT 0 1 37000  7548 1  1 0.6000RP   00922  ,0.6,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 64CT,9,27-01-00704-92801,2710070492801,27, 1,  704,92801,        +PUFF+ WHT FCLTS 2PLY LTN   64CT27 1   704 92801 1  1 0.6400RP   00923  ,0.64,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 64CT,9,00-01-37000-31989,13700031989,, 1,37000,31989,        +PUFF+ WHT FCLTS 2PLY LTN   64CT 0 1 37000 31989 1  1 0.6400RP   00924  ,0.64,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 72CT,9,00-01-37000-07536,13700007536,, 1,37000, 7536,        +PUFF+ WHT FCLTS 2PLY LTN   72CT 0 1 37000  7536 1  1 0.7200RP   00925  ,0.72,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 132CT,9,00-02-37000-07545,23700007545,, 2,37000, 7545,        +PUFF+ WHT FCLTS 2PLY LTN  132CT 0 2 37000  7545 1  1 1.3200RP   00926  ,1.32,FACIAL TISSUE,WHITE,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 144CT,9,27-03-00704-92800,2730070492800,27, 3,  704,92800,        +PUFF+ WHT FCLTS 2PLY LTN  144CT27 3   704 92800 1  1 1.4400RP   00927  ,1.44,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 144CT,9,00-01-79788-62262,17978862262,, 1,79788,62262,        +PUFF+ WHT FCLTS 2PLY LTN  144CT 0 1 79788 62262 1  1 1.4400RP   00928  ,1.44,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 168CT,9,00-01-37000-01643,13700001643,, 1,37000, 1643,        +PUFF+ WHT FCLTS 2PLY LTN  168CT 0 1 37000  1643 1  1 1.6800RP   00929  ,1.68,FACIAL TISSUE,WHITE,FAMILY,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 240CT,9,00-01-37000-07717,13700007717,, 1,37000, 7717,        +PUFF+ WHT FCLTS 2PLY LTN  240CT 0 1 37000  7717 1  1 2.4000RP   00930  ,2.4,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 256CT,9,00-01-37000-41214,13700041214,, 1,37000,41214,        +PUFF+ WHT FCLTS 2PLY LTN  256CT 0 1 37000 41214 1  1 2.5600RP   00931  ,2.56,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 396CT,9,00-01-37000-07608,13700007608,, 1,37000, 7608,        +PUFF+ WHT FCLTS 2PLY LTN  396CT 0 1 37000  7608 1  1 3.9600RP   00932  ,3.96,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 432CT,9,27-03-00704-92199,2730070492199,27, 3,  704,92199,        +PUFF+ WHT FCLTS 2PLY LTN  432CT27 3   704 92199 1  1 4.3200RP   00933  ,4.32,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP & SIDE OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 1008CT,9,00-01-37000-01641,13700001641,, 1,37000, 1641,        +PUFF+ WHT FCLTS 2PLY LTN 1008CT 0 1 37000  1641 1  1 10.080RP   00934  ,10.08,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS PLUS,+PUFF+ WHT FCLTS 2PLY LTN 1080CT,9,27-01-04202-43401,2710420243401,27, 1, 4202,43401,        +PUFF+ WHT FCLTS 2PLY LTN 1080CT27 1  4202 43401 1  1 10.800RP   00935  ,10.8,FACIAL TISSUE,WHITE,MISSING,LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS TO GO,+PFTGO WHT FCLTS 2PLY 72CT,9,00-01-37000-62501,13700062501,, 1,37000,62501,        +PFTGO WHT FCLTS 2PLY       72CT 0 1 37000 62501 1  1 0.7200RP   00937  ,0.72,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS TO GO,+PFTGO WHT FCLTS 2PLY NOLTN 12CT,9,00-01-37000-32265,13700032265,, 1,37000,32265,        +PFTGO WHT FCLTS 2PLY NOLTN 12CT 0 1 37000 32265 1  1 0.1200RP   00938  ,0.12,FACIAL TISSUE,WHITE,POCKET SIZE,NO LOTION,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS TO GO,+PFTGO WHT FCLTS 2PLY 144CT,9,00-01-37000-32449,13700032449,, 1,37000,32449,        +PFTGO WHT FCLTS 2PLY      144CT 0 1 37000 32449 1  1 1.4400RP   00939  ,1.44,FACIAL TISSUE,WHITE,POCKET SIZE,NO LOTION,2 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS ULTRA,+PSULT DSGNR FCLTS 2PLY 72CT,9,00-01-37000-08031,13700008031,, 1,37000, 8031,        +PSULT DSGNR FCLTS 2PLY     72CT 0 1 37000  8031 1  1 0.7200RP   00941  ,0.72,FACIAL TISSUE,DESIGNER,REGULAR,MISSING,2 PLY,POP-UP,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS ULTRA,+PSULT DSGNR FCLTS 2PLY 132CT,9,00-01-37000-08246,13700008246,, 1,37000, 8246,        +PSULT DSGNR FCLTS 2PLY    132CT 0 1 37000  8246 1  1 1.3200RP   00942  ,1.32,FACIAL TISSUE,DESIGNER,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS ULTRA,+PSULT DSGNR FCLTS 2PLY 240CT,9,00-01-37000-08253,13700008253,, 1,37000, 8253,        +PSULT DSGNR FCLTS 2PLY    240CT 0 1 37000  8253 1  1 2.4000RP   00943  ,2.4,FACIAL TISSUE,DESIGNER,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS ULTRA,+PSULT DSGNR FCLTS 2PLY 396CT,9,00-01-37000-08248,13700008248,, 1,37000, 8248,        +PSULT DSGNR FCLTS 2PLY    396CT 0 1 37000  8248 1  1 3.9600RP   00944  ,3.96,FACIAL TISSUE,DESIGNER,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PROCTER & GAMBLE,PROCTER & GAMBLE,PUFFS ULTRA,+PSULT DSGNR FCLTS 2PLY 60CT,9,00-01-37000-08247,13700008247,, 1,37000, 8247,        +PSULT DSGNR FCLTS 2PLY     60CT 0 1 37000  8247 1  1 0.6000RP   00945  ,0.6,FACIAL TISSUE,DESIGNER,MISSING,NO LOTION,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,PRODALE PAPER INDUSTRIES INC.,PRODALE PAPER INDUSTRIES INC.,CLASSIC TOUCH,+CLSTO WHT FCLTS 2PLY 250CT,9,00-01-65653-20008,16565320008,, 1,65653,20008,        +CLSTO WHT FCLTS 2PLY      250CT 0 1 65653 20008 1  1 2.5000RP   00949  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 2PLY 95CT,9,07-01-44096-50094,714409650094,7, 1,44096,50094,        +SOFIT WHT FCLTS 2PLY       95CT 7 1 44096 50094 1  1 0.9500RP   00953  ,0.95,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 2PLY 95CT,9,07-01-44096-52395,714409652395,7, 1,44096,52395,        +SOFIT WHT FCLTS 2PLY       95CT 7 1 44096 52395 1  1 0.9500RP   00954  ,0.95,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 2PLY 175CT,9,07-01-44096-30175,714409630175,7, 1,44096,30175,        +SOFIT WHT FCLTS 2PLY      175CT 7 1 44096 30175 1  1 1.7500RP   00955  ,1.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 2PLY 250CT,9,07-01-44096-30250,714409630250,7, 1,44096,30250,        +SOFIT WHT FCLTS 2PLY      250CT 7 1 44096 30250 1  1 2.5000RP   00956  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 2PLY 250CT,9,00-01-44096-30250,14409630250,, 1,44096,30250,        +SOFIT WHT FCLTS 2PLY      250CT 0 1 44096 30250 0= 1 2.5000RP   00957  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 2PLY 250CT,9,07-01-44096-52325,714409652325,7, 1,44096,52325,        +SOFIT WHT FCLTS 2PLY      250CT 7 1 44096 52325 1  1 2.5000RP   00958  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFITELLE,+SOFIT WHT FCLTS 3PLY 100CT,9,07-01-44096-92410,714409692410,7, 1,44096,92410,        +SOFIT WHT FCLTS 3PLY      100CT 7 1 44096 92410 1  1 1.0000RP   00959  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFT & SILKY,+SO&SI WHT FCLTS 2PLY 100CT,9,07-01-44096-30100,714409630100,7, 1,44096,30100,        +SO&SI WHT FCLTS 2PLY      100CT 7 1 44096 30100 1  1 1.0000RP   00961  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFT & SILKY,+SO&SI WHT FCLTS 2PLY 200CT,9,07-02-44096-30200,724409630200,7, 2,44096,30200,        +SO&SI WHT FCLTS 2PLY      200CT 7 2 44096 30200 1  1 2.0000RP   00962  ,2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFT & SILKY,+SO&SI WHT FCLTS 2PLY 200CT,9,00-01-44096-30200,14409630200,, 1,44096,30200,        +SO&SI WHT FCLTS 2PLY      200CT 0 1 44096 30200 0= 1 2.0000RP   00963  ,2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SOFT & SILKY,+SO&SI WHT FCLTS 3PLY 100CT,9,07-01-44096-32410,714409632410,7, 1,44096,32410,        +SO&SI WHT FCLTS 3PLY      100CT 7 1 44096 32410 1  1 1.0000RP   00964  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SUPER SOFT,+SPESF WHT FCLTS 2PLY 175CT,9,07-01-44096-90175,714409690175,7, 1,44096,90175,        +SPESF WHT FCLTS 2PLY      175CT 7 1 44096 90175 1  1 1.7500RP   00966  ,1.75,FACIAL TISSUE,WHITE,FAMILY,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,ROYAL PAPER CONVERTING,ROYAL PAPER CONVERTING,SUPER SOFT,+SPESF WHT FCLTS 2PLY 250CT,9,07-01-44096-60700,714409660700,7, 1,44096,60700,        +SPESF WHT FCLTS 2PLY      250CT 7 1 44096 60700 1  1 2.5000RP   00967  ,2.5,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,POP-UP,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SCA TISSUE,SCA TISSUE,PARK AVENUE,+PKAV1 PCH FCLTS 2PLY 100CT,9,00-01-36500-04464,13650004464,, 1,36500, 4464,        +PKAV1 PCH FCLTS 2PLY      100CT 0 1 36500  4464 1  1 1.0000RP   00971  ,1,FACIAL TISSUE,PEACH,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SCA TISSUE,WISCONSIN TISSUE MILLS,SECOND NATURE,+SECNA WHT FCLTS 2PLY 100CT,9,00-01-73286-50131,17328650131,, 1,73286,50131,        +SECNA WHT FCLTS 2PLY      100CT 0 1 73286 50131 1  1 1.0000RP   00974  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SEL INC,SEL INC,BEST VALUE,+BESTV WHT FCLTS 2PLY 160CT,9,00-01-70524-05227,17052405227,, 1,70524, 5227,        +BESTV WHT FCLTS 2PLY      160CT 0 1 70524  5227 1  1 1.6000RP   00978  ,1.6,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SEVENTH GENERATION INC.,SEVENTH GENERATION INC.,SEVENTH GENERATION,+7THGN WHT FCLTS 2PLY 85CT,9,07-01-32913-13719,713291313719,7, 1,32913,13719,        +7THGN WHT FCLTS 2PLY       85CT 7 1 32913 13719 1  1 0.8500RP   00982  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SEVENTH GENERATION INC.,SEVENTH GENERATION INC.,SEVENTH GENERATION,+7THGN WHT FCLTS 2PLY 100CT,9,07-01-32913-13706,713291313706,7, 1,32913,13706,        +7THGN WHT FCLTS 2PLY      100CT 7 1 32913 13706 1  1 1.0000RP   00983  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SEVENTH GENERATION INC.,SEVENTH GENERATION INC.,SEVENTH GENERATION,+7THGN WHT FCLTS 2PLY 175CT,9,07-01-32913-13712,713291313712,7, 1,32913,13712,        +7THGN WHT FCLTS 2PLY      175CT 7 1 32913 13712 1  1 1.7500RP   00984  ,1.75,FACIAL TISSUE,WHITE,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SHELBY TISSUE INC.,SHELBY TISSUE INC.,DELIGHTFUL,+DLTFL WHT FCLTS 2PLY 100CT,9,00-01-40144-48100,14014448100,, 1,40144,48100,        +DLTFL WHT FCLTS 2PLY      100CT 0 1 40144 48100 1  1 1.0000PP   00988  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SHEPHERD TISSUE INC.,SHEPHERD TISSUE INC.,WONDERSOFT,+WNDRS WHT FCLTS 2PLY 100CT,9,07-01-02256-48100,710225648100,7, 1, 2256,48100,        +WNDRS WHT FCLTS 2PLY      100CT 7 1  2256 48100 1  1 1.0000RP   00992  ,1,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SHEPHERD TISSUE INC.,SHEPHERD TISSUE INC.,WONDERSOFT,+WNDRS WHT FCLTS 2PLY 175CT,9,07-02-02256-36175,720225636175,7, 2, 2256,36175,        +WNDRS WHT FCLTS 2PLY      175CT 7 2  2256 36175 1  1 1.7500RP   00993  ,1.75,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SKF GLOBAL INC.,SKF GLOBAL INC.,PREMIER,+PREMI WHT FCLTS 3PLY 100CT,9,07-01-05673-90104,710567390104,7, 1, 5673,90104,        +PREMI WHT FCLTS 3PLY      100CT 7 1  5673 90104 1  1 1.0000RP   00997  ,1,FACIAL TISSUE,WHITE,POCKET SIZE,MISSING,3 PLY,TEAR OPEN,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,SOFT TOUCH TISSUE INC,SOFT TOUCH TISSUE INC,SOFT TOUCH TISSUE,+SOFTT WHT FCLTS 2PLY 200CT,9,00-01-81137-00402,18113700402,, 1,81137,  402,        +SOFTT WHT FCLTS 2PLY      200CT 0 1 81137   402 1  1 2.0000RP   01001  ,2,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS FCLTS 2PLY 85CT,9,00-01-31779-06122,13177906122,, 1,31779, 6122,        +PRTSS FCLTS 2PLY           85CT 0 1 31779  6122 1  1 0.8500RP   01005  ,0.85,FACIAL TISSUE,MISSING,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS FCLTS 2PLY NOADD 85CT,9,00-01-31779-06103,13177906103,, 1,31779, 6103,        +PRTSS FCLTS 2PLY NOADD     85CT 0 1 31779  6103 1  1 0.8500RP   01006  ,0.85,FACIAL TISSUE,MISSING,MISSING,NO ADDITIVES,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 1PLY 85CT,9,00-01-31779-06114,13177906114,, 1,31779, 6114,        +PRTSS WHT FCLTS 1PLY       85CT 0 1 31779  6114 1  1 0.8500RP   01007  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,1 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,27-01-04202-06001,2710420206001,27, 1, 4202, 6001,        +PRTSS WHT FCLTS 2PLY       85CT27 1  4202  6001 1  1 0.8500RP   01008  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06001,13177906001,, 1,31779, 6001,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6001 1  1 0.8500RP   01009  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
CATEGORY - FACIAL TISSUE         ,FACIAL TISSUE,STARLINE,STARLINE,PRO TISSUES,+PRTSS WHT FCLTS 2PLY 85CT,9,00-01-31779-06101,13177906101,, 1,31779, 6101,        +PRTSS WHT FCLTS 2PLY       85CT 0 1 31779  6101 1  1 0.8500RP   01010  ,0.85,FACIAL TISSUE,WHITE,MISSING,MISSING,2 PLY,TOP OPENING,MISSING
