PANID,WEEK,UNITS,OUTLET,DOLLARS,IRI_KEY,COLUPC
1129544,1131,3,GR,6.27,652159,33700062405
1129544,1133,1,GR,2.09,652159,33700062405
1129882,1118,1,GR,2.09,652159,33700062405
1129882,1118,1,GR,2.09,652159,33700062405
1132100,1114,2,GR,4.18,652159,33700062405
1132159,1130,1,GR,2.09,652159,33700062405
1132548,1132,1,GR,2.09,652159,33700062405
1132613,1114,2,GR,4.18,652159,33700062405
1132613,1160,1,GR,2.09,652159,33700062405
1133181,1154,3,GR,6.27,652159,33700062405
1133256,1153,4,GR,8.36,652159,33700062405
1133710,1118,1,GR,2.09,652159,33700062405
1133710,1118,1,GR,2.09,652159,33700062405
1133710,1118,1,GR,2.09,652159,33700062405
1134148,1116,1,GR,2.09,652159,33700062405
1137364,1165,2,GR,4.18,652159,33700062405
1139766,1154,1,GR,2.09,652159,33700062405
1140145,1145,2,GR,4.18,652159,33700062405
1140145,1151,1,GR,2.09,652159,33700062405
1140145,1151,1,GR,2.09,652159,33700062405
1140145,1159,2,GR,4.18,652159,33700062405
1140376,1137,2,GR,4.18,652159,33700062405
1140392,1126,1,GR,2.09,652159,33700062405
1140699,1154,1,GR,2.09,652159,33700062405
1140699,1154,1,GR,2.09,652159,33700062405
1140699,1154,1,GR,2.09,652159,33700062405
1141655,1144,1,GR,2.09,652159,33700062405
1141713,1131,1,GR,2.09,652159,33700062405
1142703,1114,2,GR,4.18,652159,33700062405
1144394,1114,1,GR,2.09,652159,33700062405
1145128,1127,1,GR,2.09,652159,33700062405
1145599,1132,2,GR,4.18,652159,33700062405
1145789,1132,3,GR,6.27,652159,33700062405
1145789,1132,1,GR,2.09,652159,33700062405
1145789,1132,1,GR,2.09,652159,33700062405
1145789,1132,1,GR,2.09,652159,33700062405
1145789,1145,1,GR,2.09,652159,33700062405
1145789,1145,1,GR,2.09,652159,33700062405
1145789,1145,1,GR,2.09,652159,33700062405
1145789,1157,4,GR,8.36,652159,33700062405
1146795,1153,2,GR,4.18,652159,33700062405
1148361,1154,1,GR,2.09,652159,33700062405
1148387,1146,2,GR,4.18,652159,33700062405
1148817,1131,1,GR,2.09,652159,33700062405
1148817,1131,1,GR,2.09,652159,33700062405
1148817,1131,1,GR,2.09,652159,33700062405
1149005,1132,1,GR,2.09,652159,33700062405
1153114,1156,1,GR,2.09,652159,33700062405
1153114,1156,1,GR,2.09,652159,33700062405
1153114,1156,1,GR,2.09,652159,33700062405
1181040,1114,1,GR,2.09,652159,33700062405
1182352,1114,2,GR,4.18,652159,33700062405
1182642,1131,1,GR,2.09,652159,33700062405
1182642,1131,1,GR,2.09,652159,33700062405
1182642,1131,1,GR,2.09,652159,33700062405
1182642,1131,1,GR,2.09,652159,33700062405
1183756,1116,1,GR,2.09,652159,33700062405
1184069,1118,1,GR,2.09,652159,33700062405
1191676,1114,2,GR,4.18,652159,33700062405
1192351,1117,1,GR,2.09,652159,33700062405
1192351,1122,1,GR,2.09,652159,33700062405
1192351,1134,1,GR,2.09,652159,33700062405
1192351,1140,1,GR,2.09,652159,33700062405
1192351,1148,1,GR,2.09,652159,33700062405
1192351,1152,1,GR,2.09,652159,33700062405
1192351,1154,1,GR,2.09,652159,33700062405
1192351,1156,1,GR,2.09,652159,33700062405
1192351,1156,1,GR,2.09,652159,33700062405
1192351,1156,1,GR,2.09,652159,33700062405
1194597,1160,1,GR,2.09,652159,33700062405
1194696,1141,1,GR,2.09,652159,33700062405
1197442,1114,1,GR,2.09,652159,33700062405
1198796,1114,2,GR,4.18,652159,33700062405
1202275,1165,1,GR,2.09,652159,33700062405
1202531,1136,1,GR,2.09,652159,33700062405
1203356,1128,1,GR,2.09,652159,33700062405
1203356,1132,1,GR,2.09,652159,33700062405
1203356,1157,1,GR,2.09,652159,33700062405
1203356,1165,1,GR,2.09,652159,33700062405
1207423,1115,1,GR,2.09,652159,33700062405
1210989,1141,1,GR,2.09,652159,33700062405
1210989,1141,1,GR,2.09,652159,33700062405
1212043,1118,1,GR,2.09,652159,33700062405
1213165,1142,1,GR,2.09,652159,33700062405
1213439,1132,1,GR,2.09,652159,33700062405
1213439,1132,1,GR,2.09,652159,33700062405
1214213,1142,1,GR,2.09,652159,33700062405
1216093,1120,1,GR,2.09,652159,33700062405
1217885,1153,1,GR,2.09,652159,33700062405
1217885,1161,1,GR,2.09,652159,33700062405
1217943,1118,1,GR,2.09,652159,33700062405
1217943,1127,1,GR,2.09,652159,33700062405
1217943,1131,1,GR,2.09,652159,33700062405
1217943,1131,1,GR,2.09,652159,33700062405
1217943,1142,1,GR,2.09,652159,33700062405
1217943,1147,1,GR,2.09,652159,33700062405
1217943,1154,1,GR,2.09,652159,33700062405
1217943,1155,1,GR,2.09,652159,33700062405
1217943,1156,1,GR,2.09,652159,33700062405
1217943,1160,1,GR,2.09,652159,33700062405
1219329,1114,1,GR,2.09,652159,33700062405
1220194,1114,1,GR,2.09,652159,33700062405
1220236,1114,2,GR,4.18,652159,33700062405
1220236,1118,1,GR,2.09,652159,33700062405
1220236,1127,1,GR,2.09,652159,33700062405
1220236,1145,1,GR,2.09,652159,33700062405
1220236,1153,1,GR,2.09,652159,33700062405
1220236,1153,1,GR,2.09,652159,33700062405
1220236,1153,1,GR,2.09,652159,33700062405
1223057,1131,1,GR,2.09,652159,33700062405
1225532,1115,1,GR,2.09,652159,33700062405
1225532,1121,1,GR,2.09,652159,33700062405
1225532,1123,1,GR,2.09,652159,33700062405
1225532,1128,1,GR,2.09,652159,33700062405
1225532,1131,1,GR,2.09,652159,33700062405
1225532,1131,1,GR,2.09,652159,33700062405
1225532,1139,1,GR,2.09,652159,33700062405
1225532,1150,1,GR,2.09,652159,33700062405
1230268,1114,2,GR,4.18,652159,33700062405
1232694,1137,1,GR,2.09,652159,33700062405
1245704,1118,1,GR,2.09,652159,33700062405
1245746,1114,2,GR,4.18,652159,33700062405
1302570,1121,1,GR,2.09,652159,33700062405
1302570,1123,1,GR,2.09,652159,33700062405
1302570,1126,1,GR,2.09,652159,33700062405
1302570,1137,3,GR,6.27,652159,33700062405
1302570,1145,1,GR,2.09,652159,33700062405
1302570,1146,1,GR,2.09,652159,33700062405
1302570,1146,1,GR,2.09,652159,33700062405
1302570,1158,2,GR,4.18,652159,33700062405
1303883,1131,1,GR,2.09,652159,33700062405
1303925,1137,2,GR,4.18,652159,33700062405
1304089,1118,1,GR,2.09,652159,33700062405
1304253,1160,1,GR,2.09,652159,33700062405
1305797,1165,1,GR,2.09,652159,33700062405
1305862,1147,1,GR,2.09,652159,33700062405
1306001,1155,1,GR,2.09,652159,33700062405
1306001,1156,2,GR,4.18,652159,33700062405
1306001,1159,1,GR,2.09,652159,33700062405
1306001,1160,1,GR,2.09,652159,33700062405
1307264,1156,1,GR,2.09,652159,33700062405
1307405,1144,1,GR,2.09,652159,33700062405
1307785,1144,1,GR,2.09,652159,33700062405
1307785,1144,1,GR,2.09,652159,33700062405
1307868,1154,1,GR,2.09,652159,33700062405
1307868,1154,1,GR,2.09,652159,33700062405
1307868,1154,1,GR,2.09,652159,33700062405
1308114,1120,1,GR,2.09,652159,33700062405
1311878,1114,2,GR,4.18,652159,33700062405
1312397,1131,2,GR,4.18,652159,33700062405
1314500,1119,1,GR,2.09,652159,33700062405
1314880,1114,2,GR,4.18,652159,33700062405
1315036,1115,1,GR,2.09,652159,33700062405
1315382,1153,2,GR,4.18,652159,33700062405
1315390,1131,1,GR,2.09,652159,33700062405
1316612,1118,1,GR,2.09,652159,33700062405
1317842,1118,1,GR,2.09,652159,33700062405
1317842,1118,1,GR,2.09,652159,33700062405
1317842,1118,1,GR,2.09,652159,33700062405
1317875,1114,1,GR,2.09,652159,33700062405
1318303,1114,1,GR,2.09,652159,33700062405
1319475,1141,1,GR,2.09,652159,33700062405
1319475,1141,1,GR,2.09,652159,33700062405
1319574,1123,1,GR,2.09,652159,33700062405
1320499,1114,2,GR,4.18,652159,33700062405
1320937,1114,2,GR,4.18,652159,33700062405
1320937,1156,1,GR,2.09,652159,33700062405
1325936,1114,1,GR,2.09,652159,33700062405
1400093,1115,1,GR,2.09,652159,33700062405
1400093,1121,1,GR,2.09,652159,33700062405
1400093,1138,1,GR,2.09,652159,33700062405
1400093,1156,2,GR,4.18,652159,33700062405
1401406,1114,2,GR,4.18,652159,33700062405
1402362,1114,6,GR,12.54,652159,33700062405
1403329,1115,1,GR,2.09,652159,33700062405
1403360,1165,2,GR,4.18,652159,33700062405
1403428,1117,2,GR,4.18,652159,33700062405
1403550,1165,1,GR,2.09,652159,33700062405
1404194,1132,2,GR,4.18,652159,33700062405
1404426,1136,1,GR,2.09,652159,33700062405
1404608,1154,1,GR,2.09,652159,33700062405
1405225,1156,1,GR,2.09,652159,33700062405
1407098,1118,1,GR,2.09,652159,33700062405
1407098,1118,1,GR,2.09,652159,33700062405
1407114,1131,2,GR,4.18,652159,33700062405
1407783,1157,1,GR,2.09,652159,33700062405
1408575,1131,2,GR,4.18,652159,33700062405
1803148,1114,1,GR,2.09,652159,33700062405
1803502,1131,2,GR,4.18,652159,33700062405
1803502,1141,1,GR,2.09,652159,33700062405
1804054,1120,1,GR,2.09,652159,33700062405
1804054,1120,1,GR,2.09,652159,33700062405
1804864,1119,1,GR,2.09,652159,33700062405
1806794,1114,1,GR,2.09,652159,33700062405
1808485,1165,2,GR,4.18,652159,33700062405
1809186,1156,1,GR,2.09,652159,33700062405
1809186,1156,1,GR,2.09,652159,33700062405
1809186,1156,1,GR,2.09,652159,33700062405
1809392,1126,1,GR,2.09,652159,33700062405
1809392,1132,2,GR,4.18,652159,33700062405
1810077,1149,1,GR,2.09,652159,33700062405
1810077,1162,1,GR,2.09,652159,33700062405
1810077,1163,1,GR,2.09,652159,33700062405
1810077,1164,1,GR,2.09,652159,33700062405
1815043,1159,1,GR,2.09,652159,33700062405
1103127,1146,1,GR,1.99,248128,33700062405
1114405,1134,1,GR,2.08,248128,33700062405
1114405,1134,1,GR,2.08,248128,33700062405
1114405,1134,1,GR,2.08,248128,33700062405
1124180,1118,1,GR,2.08,248128,33700062405
1129486,1144,2,GR,3.98,248128,33700062405
1130252,1134,1,GR,2.08,248128,33700062405
1131896,1140,2,GR,4.16,248128,33700062405
1132373,1125,1,GR,2.08,248128,33700062405
1132829,1126,1,GR,2.08,248128,33700062405
1141598,1122,1,GR,2.08,248128,33700062405
1143768,1165,2,GR,3.98,248128,33700062405
1143800,1157,1,GR,1.99,248128,33700062405
1147074,1137,2,GR,4.16,248128,33700062405
1147074,1139,1,GR,2.08,248128,33700062405
1180323,1154,1,GR,1.99,248128,33700062405
1180323,1158,1,GR,1.99,248128,33700062405
1180786,1165,2,GR,3.98,248128,33700062405
1181487,1141,1,GR,2.08,248128,33700062405
1181610,1153,1,GR,1.99,248128,33700062405
1182881,1132,2,GR,4.16,248128,33700062405
1182881,1149,1,GR,1.99,248128,33700062405
1182881,1154,1,GR,1.99,248128,33700062405
1182881,1156,1,GR,1.99,248128,33700062405
1183004,1132,2,GR,4.16,248128,33700062405
1189019,1165,2,GR,3.98,248128,33700062405
1190546,1165,1,GR,1.99,248128,33700062405
1191692,1132,2,GR,4.16,248128,33700062405
1194597,1134,1,GR,2.08,248128,33700062405
1194597,1141,1,GR,2.08,248128,33700062405
1194597,1163,1,GR,1.99,248128,33700062405
1198069,1132,1,GR,2.08,248128,33700062405
1198069,1134,1,GR,2.08,248128,33700062405
1198069,1151,1,GR,1.99,248128,33700062405
1198069,1153,1,GR,1.99,248128,33700062405
1200402,1136,1,GR,2.08,248128,33700062405
1201277,1155,1,GR,1.99,248128,33700062405
1202473,1122,1,GR,2.08,248128,33700062405
1203356,1155,1,GR,1.99,248128,33700062405
1203356,1156,1,GR,1.99,248128,33700062405
1207134,1142,1,GR,1.99,248128,33700062405
1207134,1142,1,GR,1.99,248128,33700062405
1212100,1137,2,GR,4.16,248128,33700062405
1212183,1122,1,GR,2.08,248128,33700062405
1212183,1132,1,GR,2.08,248128,33700062405
1212183,1165,2,GR,3.98,248128,33700062405
1214445,1165,1,GR,1.99,248128,33700062405
1215566,1161,1,GR,1.99,248128,33700062405
1215954,1132,2,GR,4.16,248128,33700062405
1222760,1118,1,GR,2.08,248128,33700062405
1222760,1131,1,GR,2.08,248128,33700062405
1222760,1131,1,GR,2.08,248128,33700062405
1223057,1141,1,GR,2.08,248128,33700062405
1223057,1141,1,GR,2.08,248128,33700062405
1245233,1122,1,GR,2.08,248128,33700062405
1245233,1132,1,GR,2.08,248128,33700062405
1245233,1132,1,GR,2.08,248128,33700062405
1245233,1132,1,GR,2.08,248128,33700062405
1247908,1147,1,GR,1.99,248128,33700062405
1247908,1156,1,GR,1.99,248128,33700062405
1247908,1161,1,GR,1.99,248128,33700062405
1300731,1122,1,GR,2.08,248128,33700062405
1300798,1165,1,GR,1.99,248128,33700062405
1300798,1165,1,GR,1.99,248128,33700062405
1300798,1165,1,GR,1.99,248128,33700062405
1301408,1131,1,GR,2.08,248128,33700062405
1310987,1122,1,GR,2.08,248128,33700062405
1315051,1165,1,GR,1.99,248128,33700062405
1325548,1122,2,GR,4.16,248128,33700062405
1402370,1119,1,GR,2.08,248128,33700062405
1402370,1134,1,GR,2.08,248128,33700062405
1403329,1122,1,GR,2.08,248128,33700062405
1405399,1117,2,GR,4.16,248128,33700062405
1405456,1120,1,GR,2.08,248128,33700062405
1802405,1116,1,GR,2.08,248128,33700062405
1808188,1165,1,GR,1.99,248128,33700062405
3108696,1142,1,GR,1.75,257006,33700062405
3111013,1122,1,GR,1.85,257006,33700062405
3129171,1160,1,GR,1.75,257006,33700062405
3130765,1147,1,GR,1.75,257006,33700062405
3130765,1152,1,GR,1.75,257006,33700062405
3134627,1149,1,GR,1.75,257006,33700062405
3303149,1119,1,GR,1.85,257006,33700062405
3303149,1120,1,GR,1.85,257006,33700062405
3310060,1160,1,GR,1.75,257006,33700062405
3310235,1165,3,GR,5.25,257006,33700062405
3311480,1114,1,GR,1.85,257006,33700062405
3311480,1118,1,GR,1.85,257006,33700062405
3311944,1125,2,GR,3.7,257006,33700062405
3318923,1124,1,GR,1.85,257006,33700062405
3318923,1135,1,GR,1.85,257006,33700062405
3318923,1157,1,GR,1.75,257006,33700062405
3324509,1127,1,GR,1.85,257006,33700062405
3341198,1157,1,GR,1.75,257006,33700062405
3351189,1119,1,GR,1.85,257006,33700062405
3352385,1125,1,GR,1.85,257006,33700062405
3352385,1135,1,GR,1.85,257006,33700062405
3818088,1129,3,GR,5.55,257006,33700062405
3826396,1157,2,GR,3.5,257006,33700062405
3135871,1141,1,GR,1.49,228037,33700062405
3135871,1154,1,GR,1.75,228037,33700062405
3135871,1161,1,GR,1.75,228037,33700062405
3137489,1147,1,GR,1.81,228037,33700062405
3137489,1162,1,GR,1.68,228037,33700062405
3137489,1165,1,GR,1.68,228037,33700062405
3301812,1116,1,GR,1.87,228037,33700062405
3301812,1120,1,GR,1.77,228037,33700062405
3310235,1116,1,GR,1.87,228037,33700062405
3310235,1120,1,GR,1.77,228037,33700062405
3310235,1123,1,GR,1.77,228037,33700062405
3310235,1125,1,GR,1.77,228037,33700062405
3310235,1127,2,GR,3.74,228037,33700062405
3310235,1134,3,GR,5.61,228037,33700062405
3310235,1136,2,GR,3.74,228037,33700062405
3310235,1138,2,GR,3.74,228037,33700062405
3310235,1140,1,GR,1.87,228037,33700062405
3310235,1140,1,GR,1.87,228037,33700062405
3310235,1141,2,GR,2.98,228037,33700062405
3310235,1142,2,GR,3.74,228037,33700062405
3310235,1144,2,GR,3.18,228037,33700062405
3310235,1145,3,GR,5.43,228037,33700062405
3310235,1155,3,GR,5.25,228037,33700062405
3310235,1157,2,GR,3.5,228037,33700062405
3310235,1158,2,GR,3.5,228037,33700062405
3310235,1160,2,GR,3.5,228037,33700062405
3323634,1154,2,GR,3.5,228037,33700062405
3330324,1144,1,GR,1.59,228037,33700062405
3343871,1115,1,GR,1.87,228037,33700062405
3343871,1121,1,GR,1.87,228037,33700062405
3353490,1124,1,GR,1.77,228037,33700062405
3353490,1133,2,GR,3.74,228037,33700062405
3357160,1114,1,GR,1.87,228037,33700062405
3357160,1123,1,GR,1.77,228037,33700062405
3398115,1131,3,GR,4.77,228037,33700062405
3804971,1114,1,GR,1.87,228037,33700062405
3804971,1153,1,GR,1.75,228037,33700062405
3804971,1165,1,GR,1.68,228037,33700062405
3816413,1114,1,GR,1.87,228037,33700062405
3816413,1118,1,GR,1.87,228037,33700062405
3816413,1122,1,GR,1.87,228037,33700062405
3816413,1129,1,GR,1.87,228037,33700062405
3816413,1133,1,GR,1.87,228037,33700062405
3816413,1138,1,GR,1.87,228037,33700062405
3816413,1143,1,GR,1.81,228037,33700062405
3816413,1155,1,GR,1.75,228037,33700062405
3816413,1159,1,GR,1.75,228037,33700062405
3816413,1165,1,GR,1.68,228037,33700062405
3100545,1157,1,GR,1.53,264075,33700062405
3102046,1127,1,GR,1.63,264075,33700062405
3102046,1133,1,GR,1.63,264075,33700062405
3102046,1158,1,GR,1.53,264075,33700062405
3102046,1162,1,GR,1.53,264075,33700062405
3103663,1134,1,GR,1.63,264075,33700062405
3103663,1141,2,GR,3.06,264075,33700062405
3114025,1126,2,GR,3.26,264075,33700062405
3114025,1137,1,GR,1.63,264075,33700062405
3131755,1150,3,GR,4.59,264075,33700062405
3132688,1142,1,GR,1.53,264075,33700062405
3133264,1148,2,GR,3.06,264075,33700062405
3134601,1162,1,GR,1.53,264075,33700062405
3134601,1165,3,GR,4.59,264075,33700062405
3134627,1126,1,GR,1.63,264075,33700062405
3134627,1129,2,GR,3.26,264075,33700062405
3134627,1132,2,GR,3.26,264075,33700062405
3134627,1164,1,GR,1.53,264075,33700062405
3135145,1164,1,GR,1.53,264075,33700062405
3135145,1165,1,GR,1.53,264075,33700062405
3135848,1142,1,GR,1.53,264075,33700062405
3138925,1164,1,GR,1.53,264075,33700062405
3301382,1127,2,GR,3.26,264075,33700062405
3301382,1134,1,GR,1.63,264075,33700062405
3301382,1156,2,GR,3.06,264075,33700062405
3311944,1123,1,GR,1.63,264075,33700062405
3311944,1131,2,GR,3.26,264075,33700062405
3311944,1140,1,GR,1.53,264075,33700062405
3311944,1146,1,GR,1.53,264075,33700062405
3311944,1147,1,GR,1.53,264075,33700062405
3311944,1155,1,GR,1.53,264075,33700062405
3311944,1160,2,GR,3.06,264075,33700062405
3311944,1163,1,GR,1.53,264075,33700062405
3313197,1144,1,GR,1.53,264075,33700062405
3313197,1154,1,GR,1.53,264075,33700062405
3313197,1162,1,GR,1.53,264075,33700062405
3313502,1124,1,GR,1.63,264075,33700062405
3313502,1128,2,GR,3.26,264075,33700062405
3313502,1153,1,GR,1.53,264075,33700062405
3313502,1156,1,GR,1.53,264075,33700062405
3316067,1127,1,GR,1.63,264075,33700062405
3316067,1136,1,GR,1.63,264075,33700062405
3316067,1146,1,GR,1.53,264075,33700062405
3316067,1162,1,GR,1.53,264075,33700062405
3319665,1148,2,GR,3.06,264075,33700062405
3322404,1143,1,GR,1.53,264075,33700062405
3322586,1162,2,GR,3.06,264075,33700062405
3324160,1165,1,GR,1.53,264075,33700062405
3331108,1134,1,GR,1.63,264075,33700062405
3341081,1151,1,GR,1.53,264075,33700062405
3343335,1125,1,GR,1.63,264075,33700062405
3348607,1155,1,GR,1.53,264075,33700062405
3348607,1157,3,GR,4.59,264075,33700062405
3353490,1123,3,GR,4.89,264075,33700062405
3353490,1123,2,GR,3.26,264075,33700062405
3353490,1124,3,GR,4.89,264075,33700062405
3353490,1125,2,GR,3.26,264075,33700062405
3353490,1125,1,GR,1.63,264075,33700062405
3353490,1126,2,GR,3.26,264075,33700062405
3353490,1126,2,GR,3.26,264075,33700062405
3353490,1127,2,GR,3.26,264075,33700062405
3353490,1127,3,GR,4.89,264075,33700062405
3353490,1128,2,GR,3.26,264075,33700062405
3353490,1129,2,GR,3.26,264075,33700062405
3353490,1130,2,GR,3.26,264075,33700062405
3353490,1130,1,GR,1.63,264075,33700062405
3353490,1130,2,GR,3.26,264075,33700062405
3353490,1131,2,GR,3.26,264075,33700062405
3353490,1131,2,GR,3.26,264075,33700062405
3353490,1132,2,GR,3.26,264075,33700062405
3353490,1133,3,GR,4.89,264075,33700062405
3353490,1134,3,GR,4.89,264075,33700062405
3353490,1134,4,GR,6.52,264075,33700062405
3353490,1135,3,GR,4.89,264075,33700062405
3353490,1136,2,GR,3.26,264075,33700062405
3353490,1137,3,GR,4.89,264075,33700062405
3353490,1138,3,GR,4.89,264075,33700062405
3353490,1139,3,GR,4.59,264075,33700062405
3353490,1139,4,GR,6.12,264075,33700062405
3353490,1141,3,GR,4.59,264075,33700062405
3353490,1142,4,GR,6.12,264075,33700062405
3353490,1142,2,GR,3.06,264075,33700062405
3353490,1144,3,GR,4.59,264075,33700062405
3353490,1145,2,GR,3.06,264075,33700062405
3353490,1145,2,GR,3.06,264075,33700062405
3353490,1146,4,GR,6.12,264075,33700062405
3353490,1147,1,GR,1.53,264075,33700062405
3353490,1148,1,GR,1.53,264075,33700062405
3353490,1148,2,GR,3.06,264075,33700062405
3353490,1149,2,GR,3.06,264075,33700062405
3353490,1149,2,GR,3.06,264075,33700062405
3353490,1150,6,GR,9.18,264075,33700062405
3353490,1151,2,GR,3.06,264075,33700062405
3353490,1152,2,GR,3.06,264075,33700062405
3353490,1153,2,GR,3.06,264075,33700062405
3353490,1153,3,GR,4.59,264075,33700062405
3353490,1154,3,GR,4.59,264075,33700062405
3353490,1155,3,GR,4.59,264075,33700062405
3353490,1157,4,GR,6.12,264075,33700062405
3353490,1159,4,GR,6.12,264075,33700062405
3353490,1160,3,GR,4.59,264075,33700062405
3353490,1164,3,GR,4.59,264075,33700062405
3353490,1165,3,GR,4.59,264075,33700062405
3357160,1135,2,GR,3.26,264075,33700062405
3357160,1144,1,GR,1.53,264075,33700062405
3357160,1145,1,GR,1.53,264075,33700062405
3357160,1155,1,GR,1.53,264075,33700062405
3357160,1161,2,GR,3.06,264075,33700062405
3357160,1165,2,GR,3.06,264075,33700062405
3357517,1157,1,GR,1.53,264075,33700062405
3395673,1124,1,GR,1.63,264075,33700062405
3395996,1130,1,GR,1.63,264075,33700062405
3400739,1124,4,GR,6.52,264075,33700062405
3400739,1129,2,GR,3.26,264075,33700062405
3401471,1123,1,GR,1.63,264075,33700062405
3401471,1125,1,GR,1.63,264075,33700062405
3401471,1127,1,GR,1.63,264075,33700062405
3800607,1125,1,GR,1.63,264075,33700062405
3809012,1145,1,GR,1.53,264075,33700062405
3809012,1165,1,GR,1.53,264075,33700062405
3831578,1155,1,GR,1.53,264075,33700062405
3834788,1141,1,GR,1.53,264075,33700062405
3839449,1126,1,GR,1.63,264075,33700062405
3839449,1127,1,GR,1.63,264075,33700062405
3839449,1128,1,GR,1.63,264075,33700062405
3839449,1148,1,GR,1.53,264075,33700062405
3839449,1163,1,GR,1.53,264075,33700062405
3839449,1165,1,GR,1.53,264075,33700062405
3106963,1137,1,GR,1.59,257871,33700062405
3106963,1154,3,GR,4.17,257871,33700062405
3132639,1150,1,GR,1.55,257871,33700062405
3133421,1153,3,GR,4.17,257871,33700062405
3133660,1137,1,GR,1.59,257871,33700062405
3133660,1151,1,GR,1.55,257871,33700062405
3133660,1157,1,GR,1.55,257871,33700062405
3134031,1153,3,GR,4.17,257871,33700062405
3301242,1138,1,GR,1.59,257871,33700062405
3301242,1141,1,GR,1.55,257871,33700062405
3301242,1143,1,GR,1.55,257871,33700062405
3301242,1147,1,GR,1.55,257871,33700062405
3301242,1149,1,GR,1.55,257871,33700062405
3301242,1150,1,GR,1.55,257871,33700062405
3301242,1152,1,GR,1.39,257871,33700062405
3301242,1156,1,GR,1.55,257871,33700062405
3301242,1157,1,GR,1.55,257871,33700062405
3301242,1162,1,GR,1.55,257871,33700062405
3304147,1134,1,GR,1.59,257871,33700062405
3304147,1149,1,GR,1.55,257871,33700062405
3308486,1165,2,GR,2.66,257871,33700062405
3311944,1140,3,GR,4.65,257871,33700062405
3315523,1135,1,GR,1.59,257871,33700062405
3318642,1164,1,GR,1.33,257871,33700062405
3323634,1157,1,GR,1.55,257871,33700062405
3330613,1154,1,GR,1.39,257871,33700062405
3333773,1141,1,GR,1.55,257871,33700062405
3340299,1133,1,GR,1.59,257871,33700062405
3343335,1147,1,GR,1.55,257871,33700062405
3348557,1138,1,GR,1.59,257871,33700062405
3348607,1164,1,GR,1.55,257871,33700062405
3349886,1143,1,GR,1.55,257871,33700062405
3349886,1161,1,GR,1.55,257871,33700062405
3349886,1163,1,GR,1.55,257871,33700062405
3355834,1164,2,GR,2.66,257871,33700062405
3362715,1155,3,GR,4.17,257871,33700062405
3369017,1139,1,GR,1.59,257871,33700062405
3369017,1155,1,GR,1.39,257871,33700062405
3369017,1157,1,GR,1.55,257871,33700062405
3369017,1161,2,GR,3.1,257871,33700062405
3369710,1147,2,GR,3.1,257871,33700062405
3401596,1154,3,GR,4.17,257871,33700062405
3401596,1155,1,GR,1.39,257871,33700062405
3812917,1133,2,GR,3.18,257871,33700062405
3838128,1133,3,GR,4.77,257871,33700062405
3838128,1135,4,GR,6.36,257871,33700062405
3838128,1146,5,GR,7.75,257871,33700062405
3838128,1158,2,GR,3.1,257871,33700062405
3838128,1162,2,GR,3.1,257871,33700062405
3106385,1115,1,GR,1.65,653776,33700062405
3106385,1132,1,GR,1.69,653776,33700062405
3106385,1136,1,GR,1.69,653776,33700062405
3106385,1144,1,GR,1.59,653776,33700062405
3106385,1151,1,GR,1.59,653776,33700062405
3106385,1153,1,GR,1.59,653776,33700062405
3106385,1160,1,GR,1.59,653776,33700062405
3108613,1160,1,GR,1.59,653776,33700062405
3116624,1150,1,GR,1.59,653776,33700062405
3119347,1140,1,GR,1.59,653776,33700062405
3129643,1147,1,GR,1.59,653776,33700062405
3130583,1126,1,GR,1.69,653776,33700062405
3130583,1135,2,GR,3.38,653776,33700062405
3130583,1138,1,GR,1.69,653776,33700062405
3133397,1122,2,GR,3.3,653776,33700062405
3133397,1129,1,GR,1.69,653776,33700062405
3300905,1117,1,GR,1.65,653776,33700062405
3300905,1124,1,GR,1.65,653776,33700062405
3300905,1145,1,GR,1.59,653776,33700062405
3304428,1149,1,GR,1.59,653776,33700062405
3304865,1139,1,GR,1.69,653776,33700062405
3305441,1146,1,GR,1.59,653776,33700062405
3305516,1127,1,GR,1.69,653776,33700062405
3305516,1129,1,GR,1.69,653776,33700062405
3305516,1131,3,GR,5.07,653776,33700062405
3305516,1135,1,GR,1.69,653776,33700062405
3305516,1136,2,GR,3.38,653776,33700062405
3305516,1144,1,GR,1.59,653776,33700062405
3305516,1149,2,GR,3.18,653776,33700062405
3306696,1114,3,GR,4.95,653776,33700062405
3307272,1139,1,GR,1.69,653776,33700062405
3308403,1119,1,GR,1.65,653776,33700062405
3308858,1125,1,GR,1.69,653776,33700062405
3308858,1131,2,GR,3.38,653776,33700062405
3308858,1140,1,GR,1.59,653776,33700062405
3308858,1151,2,GR,3.18,653776,33700062405
3308858,1164,2,GR,3.18,653776,33700062405
3308890,1114,2,GR,3.3,653776,33700062405
3310235,1114,2,GR,3.3,653776,33700062405
3310235,1131,1,GR,1.69,653776,33700062405
3310235,1132,1,GR,1.69,653776,33700062405
3310235,1134,2,GR,3.38,653776,33700062405
3310235,1163,2,GR,3.18,653776,33700062405
3311944,1115,1,GR,1.65,653776,33700062405
3311944,1120,2,GR,3.3,653776,33700062405
3311944,1121,1,GR,1.65,653776,33700062405
3311944,1121,1,GR,1.65,653776,33700062405
3311944,1136,1,GR,1.69,653776,33700062405
3311944,1150,1,GR,1.59,653776,33700062405
3311944,1152,2,GR,3.18,653776,33700062405
3311944,1152,1,GR,1.59,653776,33700062405
3313197,1165,1,GR,1.59,653776,33700062405
